,user_id,sku_id,type,sum(count),max(time),type#1,typetime#1,type#2,typetime#2,type#3,typetime#3,type#4,typetime#4,type#5,typetime#5,type#6,typetime#6
23,47024,66131,3,1,2016-03-01 13:28:05,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
24,57679,39695,1,4,2016-03-01 00:13:25,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
25,99592,97162,1,16,2016-03-01 22:57:36,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
26,45517,90761,1,2,2016-03-01 00:02:22,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
27,23578,90761,1,2,2016-03-01 09:58:23,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
28,7916,90761,1,11,2016-03-01 21:10:34,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
29,86892,90761,1,2,2016-03-01 22:46:33,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
30,3408,90761,1,8,2016-03-01 10:27:01,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
31,68971,49758,1,10,2016-03-01 14:34:02,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
32,66649,139948,1,6,2016-03-01 18:25:40,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
33,60068,126146,1,1,2016-03-01 22:24:04,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
34,61193,126146,1,2,2016-03-01 14:59:19,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
35,77925,126146,1,6,2016-03-01 15:40:44,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
36,43939,126146,1,4,2016-03-01 07:49:33,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
37,58054,33445,6,2,2016-03-01 15:40:16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
38,94143,101713,6,1,2016-03-01 19:41:05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
39,95913,166707,6,10,2016-03-01 06:19:46,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
40,30112,129598,6,2,2016-03-01 15:16:11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
41,72417,12564,6,2,2016-03-01 07:06:31,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
42,49641,154636,6,4,2016-03-01 23:31:47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
43,93872,47895,6,1,2016-03-01 22:40:33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
44,61373,90621,6,2,2016-03-01 00:30:12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
45,29010,15733,6,6,2016-03-01 06:34:29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0
46,53179,92712,6,2,2016-03-01 10:21:45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
47,94814,49551,6,2,2016-03-01 12:51:28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
48,78501,98634,6,2,2016-03-01 12:56:25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
49,78882,130278,6,2,2016-03-01 11:40:49,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
50,75211,7199,6,2,2016-03-01 08:51:11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
51,41016,90402,6,2,2016-03-01 19:04:39,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
52,95623,72031,6,2,2016-03-01 00:00:37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
53,81107,101664,1,2,2016-03-01 21:37:54,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
54,20635,59491,1,2,2016-03-01 21:16:05,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
55,63977,96959,1,2,2016-03-01 10:35:04,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
56,31912,165594,1,2,2016-03-01 08:35:27,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
57,75628,32453,1,2,2016-03-01 19:22:35,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
58,47147,37427,1,2,2016-03-01 16:54:45,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
59,91409,37427,1,2,2016-03-01 19:51:35,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
60,35232,66131,2,1,2016-03-01 18:51:30,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
61,80707,46482,1,1,2016-03-01 10:39:51,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
62,84024,39695,1,2,2016-03-01 20:11:57,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
63,11192,39695,1,2,2016-03-01 13:14:33,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
64,18810,39695,1,2,2016-03-01 07:15:46,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
65,31613,39695,5,1,2016-03-01 21:29:49,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
66,100659,39695,2,1,2016-03-01 20:58:34,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
67,46445,90761,1,1,2016-03-01 17:40:11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
68,38238,90761,1,1,2016-03-01 20:23:12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
69,15294,86604,1,8,2016-03-01 12:31:02,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
70,38915,6866,1,4,2016-03-01 18:27:58,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
71,94323,6866,2,1,2016-03-01 07:24:33,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
72,53182,35464,3,1,2016-03-01 22:10:02,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
73,55029,35464,1,2,2016-03-01 23:05:00,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
74,15509,36638,1,6,2016-03-01 09:33:29,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
75,80547,36638,1,4,2016-03-01 23:01:52,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
76,87254,135524,1,4,2016-03-01 13:13:38,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
77,21007,126146,1,2,2016-03-01 06:56:50,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
78,2591,83201,6,2,2016-03-01 20:00:17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
79,98891,142667,6,14,2016-03-01 19:12:16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.0,0
80,47645,24679,6,6,2016-03-01 16:56:06,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0
81,72789,22962,6,3,2016-03-01 21:01:34,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
82,53391,22962,6,17,2016-03-01 21:21:44,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17.0,0
83,45094,34782,6,1,2016-03-01 23:42:54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
84,79517,61581,6,2,2016-03-01 13:43:30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
85,98309,165290,6,3,2016-03-01 11:31:19,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
86,74015,115215,6,27,2016-03-01 21:39:55,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,27.0,0
87,77006,6468,6,2,2016-03-01 15:52:19,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
88,2509,100703,6,2,2016-03-01 13:50:07,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
89,71500,118055,6,5,2016-03-01 15:57:23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
90,85763,85557,6,2,2016-03-01 22:23:20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
91,49546,166955,6,5,2016-03-01 15:51:22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
92,96943,111225,6,2,2016-03-01 23:41:41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
93,78213,72771,6,2,2016-03-01 20:24:55,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
94,55390,134851,6,4,2016-03-01 13:10:06,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
95,95036,101664,1,2,2016-03-01 20:13:59,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
96,94519,59491,1,4,2016-03-01 12:15:28,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
97,71078,138408,1,1,2016-03-01 20:19:04,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
98,86624,19433,1,1,2016-03-01 17:00:26,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
99,2520,96959,1,2,2016-03-01 18:26:09,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
100,64917,165594,1,4,2016-03-01 04:38:44,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
101,53153,165594,2,2,2016-03-01 19:56:08,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0
102,29618,165594,1,36,2016-03-01 19:55:11,36.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
103,48822,32453,1,2,2016-03-01 23:44:39,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
104,28794,37427,2,1,2016-03-01 02:31:12,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
105,90046,37427,2,1,2016-03-01 21:18:03,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
106,31748,39695,2,1,2016-03-01 08:37:41,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
107,42438,62400,1,4,2016-03-01 07:42:05,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
108,22841,62400,1,4,2016-03-01 17:22:13,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
109,81737,97162,1,2,2016-03-01 11:46:11,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
110,100751,90761,3,1,2016-03-01 23:07:50,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
111,25543,90761,1,22,2016-03-01 21:48:01,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
112,48916,94373,1,10,2016-03-01 22:51:57,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
113,7347,94373,1,1,2016-03-01 17:05:28,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
114,22848,86604,1,2,2016-03-01 11:30:17,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
115,94894,35464,1,10,2016-03-01 09:21:32,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
116,12030,49758,1,4,2016-03-01 12:36:47,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
117,7471,49758,1,2,2016-03-01 19:45:33,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
118,99503,169538,1,4,2016-03-01 23:49:28,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
119,63510,126146,2,1,2016-03-01 20:02:18,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
120,39730,126146,1,2,2016-03-01 10:45:56,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
121,59687,105683,6,2,2016-03-01 16:05:36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
122,97816,105683,6,6,2016-03-01 14:35:51,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0
123,17884,128567,6,10,2016-03-01 11:58:06,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0
124,96353,79520,6,11,2016-03-01 22:26:06,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11.0,0
125,94117,49645,6,4,2016-03-01 15:33:17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
126,66886,53463,6,2,2016-03-01 21:00:35,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
127,94464,50181,6,9,2016-03-01 23:46:01,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
128,79121,116421,6,7,2016-03-01 19:22:11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0
129,88053,128988,6,2,2016-03-01 15:28:00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
130,67521,145895,6,2,2016-03-01 10:29:03,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
131,102951,141226,6,2,2016-03-01 19:12:57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
132,25042,40964,6,6,2016-03-01 21:10:05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0
133,97622,169819,6,2,2016-03-01 17:24:22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
134,103084,125756,6,11,2016-03-01 13:05:25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11.0,0
135,85763,62863,6,2,2016-03-01 21:46:44,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
136,70062,19433,6,2,2016-03-01 10:01:43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
137,20635,131617,1,1,2016-03-01 21:08:57,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
138,14059,99162,1,2,2016-03-01 11:45:40,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
139,68039,17602,1,2,2016-03-01 22:15:02,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
140,56356,96959,2,1,2016-03-01 06:49:20,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
141,43599,165594,1,4,2016-03-01 15:32:27,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
142,47051,165594,1,9,2016-03-01 23:18:05,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
143,48815,48091,2,1,2016-03-01 07:17:42,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
144,51558,31379,2,1,2016-03-01 21:25:14,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
145,86185,39695,1,2,2016-03-01 06:37:54,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
146,9179,39695,1,2,2016-03-01 10:30:30,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
147,48595,39695,1,2,2016-03-01 12:20:26,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
148,52096,62400,3,1,2016-03-01 08:56:11,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0
149,42044,113219,1,2,2016-03-01 20:53:22,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
150,11888,94373,1,3,2016-03-01 23:40:38,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
151,39556,35464,1,4,2016-03-01 20:48:32,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
152,77378,35464,1,10,2016-03-01 18:36:16,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
153,42969,36638,1,2,2016-03-01 13:51:11,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
154,2948,135524,5,1,2016-03-01 07:18:46,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
155,31328,126146,2,1,2016-03-01 21:46:15,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
156,15861,126146,1,1,2016-03-01 14:35:39,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
157,35524,140412,6,1,2016-03-01 19:59:40,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
158,56375,32216,6,3,2016-03-01 08:44:56,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
159,100567,80367,6,2,2016-03-01 23:52:42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
160,101892,147796,6,2,2016-03-01 11:57:30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
161,98869,144170,6,12,2016-03-01 22:04:08,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12.0,0
162,1178,18412,6,2,2016-03-01 11:07:22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
163,65340,110904,6,5,2016-03-01 23:47:27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
164,26743,36307,6,7,2016-03-01 06:40:01,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0
165,1161,35464,6,3,2016-03-01 15:11:55,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
166,66175,137100,6,3,2016-03-01 20:31:36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
167,74156,153551,6,2,2016-03-01 16:51:11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
168,75067,146523,6,2,2016-03-01 12:35:16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
169,49074,91152,6,2,2016-03-01 15:21:07,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
170,79129,28443,6,2,2016-03-01 12:20:14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
171,86622,36503,6,2,2016-03-01 11:10:09,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
172,64852,30440,6,2,2016-03-01 11:06:01,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
173,65205,146353,4,1,2016-03-01 12:52:00,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
174,36395,159255,5,1,2016-03-01 09:48:21,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0
175,63487,157850,1,2,2016-03-01 06:06:54,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
176,69780,157850,1,2,2016-03-01 13:47:31,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
177,55304,165594,1,18,2016-03-01 15:49:26,18.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
178,72555,37427,1,1,2016-03-01 10:59:42,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
179,95524,39695,1,1,2016-03-01 10:10:19,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
180,6988,39695,1,1,2016-03-01 17:31:53,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
181,48963,39695,1,4,2016-03-01 21:20:00,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
182,97191,90761,2,1,2016-03-01 20:58:55,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
183,16006,90761,1,2,2016-03-01 13:18:48,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
184,62052,90761,1,10,2016-03-01 13:03:33,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
185,39776,90761,1,1,2016-03-01 09:11:10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
186,79716,90761,2,3,2016-03-01 13:45:52,0.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0
187,73206,6866,1,1,2016-03-01 23:16:20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
188,28449,35464,1,4,2016-03-01 12:14:43,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
189,90286,35464,1,2,2016-03-01 19:18:41,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
190,85894,35464,1,8,2016-03-01 09:25:59,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
191,93933,36638,1,4,2016-03-01 20:50:24,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
192,55028,135524,1,2,2016-03-01 17:58:39,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
193,21332,49758,1,1,2016-03-01 15:22:02,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
194,44674,49758,4,1,2016-03-01 20:22:00,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0
195,97489,106737,6,2,2016-03-01 12:49:34,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
196,88325,89278,6,4,2016-03-01 11:34:33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
197,67984,21147,6,2,2016-03-01 11:27:37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
198,45467,142488,6,8,2016-03-01 17:12:53,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.0,0
199,15495,43215,6,3,2016-03-01 23:09:55,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
200,84113,15259,6,4,2016-03-01 20:42:29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
201,49735,137054,6,1,2016-03-01 16:30:10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
202,97996,85650,6,2,2016-03-01 17:19:36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
203,65858,88783,6,13,2016-03-01 14:07:30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13.0,0
204,908,5505,6,3,2016-03-01 21:01:05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
205,78306,5825,6,9,2016-03-01 23:29:47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
206,21,125188,6,1,2016-03-01 09:46:32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
207,66595,121622,6,7,2016-03-01 09:14:52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0
208,99893,78508,6,1,2016-03-01 13:56:05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0
209,84287,42721,6,6,2016-03-01 09:06:08,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0
210,88747,37957,6,2,2016-03-01 21:27:42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
211,2509,127189,6,3,2016-03-01 14:01:53,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
212,62464,116820,6,2,2016-03-01 00:04:49,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
213,75827,69943,6,9,2016-03-01 18:55:47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
214,19089,98634,6,5,2016-03-01 00:21:42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
215,78882,157827,6,2,2016-03-01 11:38:00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
216,53030,150041,6,3,2016-03-01 08:49:32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0
217,59724,86227,6,4,2016-03-01 07:21:22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0
218,103340,43405,6,2,2016-03-01 19:31:37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0
219,7967,98301,1,1,2016-03-01 11:55:51,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
220,87795,157850,1,4,2016-03-01 15:24:45,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
221,64459,96959,1,2,2016-03-01 19:36:09,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
222,44384,165594,1,2,2016-03-01 10:22:25,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
223,35953,39695,1,2,2016-03-01 00:05:43,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,18049,124068,1,2,2016-03-01 19:46:22,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
225,88036,97162,1,3,2016-03-01 13:22:24,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
