user_id,sku_id
1142,48895
1151,103652
1152,63006
1160,165190
1162,6533
1164,36345
1166,11728
1176,170188
1183,43940
1189,69209
1190,72967
1193,37995
1198,143962
1202,5505
1203,47107
1204,28276
1208,31662
1209,34535
1221,141583
1232,79520
1233,127838
1238,70491
1242,56832
1244,104129
1246,152478
1247,135272
1253,20719
1255,32465
1257,17354
1260,166354
1261,149295
1268,52343
1277,7746
1279,18412
1286,28276
1288,6156
1293,153304
1294,62655
1296,72967
1302,36307
1304,47895
1305,65441
1308,57239
1313,2148
1319,20308
1324,56737
1332,73469
1335,20719
1341,20308
1343,121665
1346,1051
1348,147796
1358,36307
1359,24371
1361,154636
1368,36307
1378,94944
1393,135272
1402,117231
1403,153551
1404,135502
1405,36307
1420,128416
1421,18103
1438,6468
1442,116430
1450,69209
1453,69355
1454,71098
1458,102166
1467,31662
1485,7528
1488,5825
1489,37578
1491,6868
1493,73398
1498,32529
1500,54357
1505,6857
1508,29670
1513,47895
1516,646
1517,28295
1519,100270
1525,54209
1534,16127
1536,47193
1538,120065
1540,33258
1542,164258
1543,84389
1546,89847
1549,51477
1580,44854
1586,20719
1589,9087
1597,42199
1599,63006
1602,142667
1603,97007
1607,7199
1619,160476
1622,131300
1623,96887
1631,11451
1636,75877
1638,12564
1658,123773
1661,18412
1666,66968
1684,22140
1687,33726
1690,37546
1692,103652
1698,54209
1699,35272
1701,37957
1708,129598
1711,3067
1715,32465
1732,37957
1733,8753
1734,94561
1740,31662
1742,38604
1745,19352
1749,103234
1751,69355
1752,26372
1756,72967
1760,21331
1765,2100
1777,57018
1778,124765
1798,57018
1814,26229
1817,5505
1822,89416
1830,101664
1831,57018
1833,2072
1834,88295
1837,21457
1845,8585
1846,6530
1852,70491
1863,41618
1867,12346
1873,69209
1899,61226
1903,15259
1905,13931
1909,64711
1911,138151
1925,20719
1927,49878
1930,102952
1933,132417
1941,65520
1945,44854
1946,52343
1951,6533
1952,32465
1953,96306
1969,116489
1972,61531
1977,15259
1984,63006
1990,102548
2018,166707
2019,75588
2023,3067
2032,14163
2035,7746
2045,2378
2053,49551
2057,72967
2060,5505
2066,7418
2068,88295
2069,135272
2073,12564
2075,126146
2084,2100
2087,40420
2089,58246
2091,21040
2094,8585
2097,36307
2103,142140
2111,6694
2114,37957
2117,79636
2121,8416
2127,86551
2139,5505
2141,135272
2152,135272
2163,69355
2169,28276
2172,66968
2177,14481
2179,46906
2180,20819
2181,13616
2182,2100
2185,49758
2188,34084
2194,4260
2198,32465
2202,62872
2210,28276
2215,65520
2217,74432
2218,24371
2221,19253
2222,10089
2223,53906
2226,44854
2229,63006
2231,103067
2236,6533
2237,15987
2239,160476
2242,112248
2244,129828
2245,139648
2253,1051
2255,8648
2257,108410
2268,44042
2274,31960
2278,138778
2282,31662
2284,60297
2285,78694
2286,14433
2295,16569
2296,5239
2303,9112
2304,45173
2312,2086
2316,12994
2317,84389
2321,8832
2323,24688
2324,45980
2326,369
2327,45980
2342,47693
2345,1468
2357,2100
2361,82824
2368,2448
2369,79113
2372,50482
2373,154636
2375,5825
2376,31522
2382,88867
2386,1051
2395,55983
2396,93074
2401,31662
2405,25987
2409,79520
2410,36976
2414,72967
2415,12564
2417,5505
2418,141602
2419,12564
2424,130158
2425,52343
2427,79636
2433,10677
2436,56792
2439,8585
2446,11036
2447,65488
2450,135272
2452,78694
2460,13785
2461,37510
2468,13334
2471,24371
2474,5235
2476,71110
2484,134105
2491,52343
2510,111225
2520,26229
2521,103652
2527,45980
2530,28276
2532,47193
2540,97656
2541,12564
2545,42988
2547,15259
2549,107012
2551,28276
2552,79644
2556,120140
2557,54209
2559,65210
2562,66976
2565,24679
2566,63006
2570,97025
2571,2100
2576,12564
2578,32744
2588,103652
2589,37254
2593,45980
2603,59175
2605,20529
2612,45135
2614,64197
2619,15259
2623,24979
2626,28276
2628,21147
2630,13931
2634,64141
2636,114568
2639,4282
2641,24371
2644,14398
2647,63721
2652,39139
2654,69473
2656,22962
2667,68615
2668,14775
2672,76996
2676,7746
2678,28276
2686,81163
2689,51916
2690,62872
2693,21147
2702,112301
2706,31068
2713,135272
2714,79520
2715,135409
2720,5505
2729,11451
2730,48895
2734,37638
2736,78694
2738,147573
2744,7295
2747,153395
2748,19960
2751,94944
2755,156471
2769,148928
2771,1203
2778,75877
2788,63006
2790,117452
2791,36976
2793,24371
2798,65520
2801,108267
2806,15921
2809,27858
2821,154636
2822,5140
2823,4581
2828,135409
2836,12504
2837,75877
2841,84409
2846,28276
2851,3067
2855,77837
2861,154636
2865,12736
2871,6857
2874,126535
2882,56792
2885,12772
2889,44854
2891,50688
2892,32465
2899,63006
2900,82824
2905,5825
2907,18412
2912,38639
2917,7746
2928,95254
2929,19628
2932,63006
2933,127735
2934,123618
2937,17660
2940,78894
2943,142477
2949,31662
2954,37546
2958,5825
2967,85719
2971,10187
2973,15168
2976,84544
2978,7449
2979,52343
2981,60861
2982,103652
2984,9439
2988,114568
2998,85780
3001,5117
3005,20719
3007,35464
3030,31008
3031,103594
3035,72967
3039,168573
3042,32465
3047,39695
3054,163062
3057,21457
3061,103652
3065,47895
3066,1203
3070,19213
3074,94944
3075,11876
3077,62863
3083,59366
3085,5825
3086,117882
3088,14433
3089,143981
3090,53371
3091,127425
3098,45980
3103,12564
3111,3159
3116,31662
3117,20719
3122,37057
3137,73427
3139,126146
3140,147433
3144,55792
3151,14433
3152,3869
3153,52343
3154,7498
3156,51558
3163,5505
3165,154636
3166,84409
3169,12564
3174,14163
3178,115851
3179,20169
3192,64711
3194,32070
3195,10677
3198,147796
3199,88814
3203,66968
3208,63006
3211,156
3217,153551
3225,40336
3228,16864
3235,76270
3236,124470
3239,15921
3243,127838
3244,84544
3249,22140
3256,84389
3257,59259
3260,24371
3263,142295
3272,77061
3277,17799
3278,5888
3281,117882
3285,30808
3287,163645
3296,43960
3303,21147
3306,52343
3309,3776
3311,144821
3315,37957
3319,63006
3325,135272
3327,31662
3332,74900
3333,3067
3342,66448
3345,82971
3352,77275
3363,131300
3364,21147
3366,37957
3370,63006
3374,128462
3376,5825
3378,5940
3381,3318
3384,37957
3390,44854
3393,104745
3396,112986
3401,28413
3403,5977
3409,66088
3417,36171
3419,4174
3420,57161
3425,22962
3428,11707
3429,38639
3430,75092
3431,138151
3432,132190
3436,109349
3438,51916
3439,69355
3442,55359
3454,52343
3455,36307
3457,154636
3460,63006
3464,37916
3465,52343
3468,384
3471,154636
3474,4732
3477,15921
3478,107012
3483,105064
3488,36307
3491,154732
3500,44854
3504,109083
3511,156731
3513,27582
3514,14163
3517,21147
3520,132782
3526,15259
3529,21147
3530,281
3542,18103
3557,154059
3559,109083
3563,85172
3565,164252
3567,20308
3570,121811
3571,90902
3578,63006
3579,51916
3580,88764
3582,14739
3584,41009
3585,90646
3589,61963
3590,121850
3605,5825
3606,107973
3609,2148
3611,24688
3612,39695
3614,13785
3617,13334
3621,42199
3622,145641
3623,37546
3626,38741
3630,124997
3632,79520
3634,75877
3636,17470
3637,29827
3640,103132
3641,102488
3644,52343
3646,79454
3654,19253
3658,75877
3659,32465
3661,24371
3663,32726
3664,20719
3672,36307
3677,62863
3680,1914
3681,46906
3689,6694
3690,2480
3694,85518
3695,145946
3696,61394
3699,9702
3703,73469
3707,29411
3709,48000
3712,14359
3714,61119
3716,65233
3721,117144
3725,7196
3726,61531
3740,115863
3745,40336
3748,276
3755,128747
3757,105352
3765,31662
3766,72967
3768,124196
3775,56211
3781,41101
3783,47193
3788,82600
3791,63006
3794,125363
3798,78894
3800,28276
3801,67589
3805,18412
3812,32453
3814,46906
3816,29827
3819,2378
3820,47895
3825,2100
3829,37510
3830,76270
3831,32876
3836,22469
3839,135272
3840,145641
3844,80030
3856,44854
3859,165707
3864,135272
3868,85557
3870,96753
3871,68767
3874,79514
3881,18412
3885,58568
3888,135272
3890,14433
3893,149641
3894,15259
3897,14081
3908,15168
3913,128567
3914,103652
3929,36307
3931,6424
3932,14577
3933,72967
3935,111987
3936,152483
3947,113494
3948,138778
3951,143139
3956,63006
3959,14577
3960,7196
3961,134286
3966,21040
3967,6468
3969,45980
3970,18412
3975,14433
3983,18412
3984,15740
3989,162658
3991,7199
3992,7327
3993,20752
3996,21106
4000,146386
4001,128747
4009,65520
4010,14163
4013,101181
4016,7199
4018,111225
4023,99491
4026,63006
4029,31662
4032,107700
4036,10098
4043,113494
4045,49671
4052,21147
4056,12974
4060,79405
4061,12609
4066,36976
4067,276
4073,72967
4076,84389
4079,28276
4081,39583
4084,19888
4086,25362
4097,73712
4100,20719
4104,61531
4113,21147
4116,62080
4117,4954
4119,3138
4120,95
4123,16839
4125,8710
4126,20719
4127,62863
4131,20169
4134,62863
4137,107012
4138,129598
4146,134619
4149,4366
4151,41101
4153,8861
4155,102335
4161,12564
4171,47895
4186,1468
4199,15921
4200,22469
4201,144245
4205,4366
4211,27582
4213,51852
4214,5389
4218,40336
4219,38639
4221,24648
4225,90902
4227,41101
4236,32465
4239,13931
4243,5977
4244,6998
4248,42199
4249,63006
4251,94561
4252,33511
4254,79636
4256,110899
4258,154636
4268,7199
4271,12564
4275,84544
4277,6595
4279,28276
4284,101664
4296,18912
4297,72967
4299,109728
4300,20719
4308,12224
4311,32465
4320,26360
4326,110237
4332,276
4337,57018
4339,5888
4346,72967
4349,72967
4354,74141
4375,33095
4376,7746
4377,108824
4382,54209
4395,61796
4396,789
4397,88867
4398,58539
4400,63006
4410,12564
4414,12564
4418,140921
4425,116470
4428,5825
4435,36171
4436,86220
4437,36748
4440,169726
4442,83347
4446,103652
4447,62566
4452,18412
4454,40336
4455,47193
4459,20308
4465,57161
4476,96877
4477,2100
4479,83447
4480,47193
4486,112274
4488,103234
4495,19213
4497,152478
4500,167412
4502,10372
4505,113452
4506,63006
4512,32465
4513,138778
4527,2358
4533,62351
4534,103652
4535,21457
4536,156
4537,32465
4538,66291
4542,165190
4543,36976
4545,45656
4556,68615
4571,71098
4578,41101
4581,8753
4585,47157
4588,109728
4591,64467
4594,59402
4595,159187
4597,12994
4599,2100
4602,669
4610,90902
4617,8832
4621,75836
4624,18412
4637,55528
4642,83325
4652,135272
4653,108328
4662,150863
4665,61226
4666,10677
4667,131300
4671,84389
4675,22469
4676,42706
4684,21159
4686,12224
4687,57612
4688,49758
4690,6866
4691,2100
4695,63006
4699,164147
4700,21147
4701,37957
4709,39695
4711,104748
4713,18585
4729,61796
4735,4732
4737,39425
4739,25003
4742,63006
4747,47193
4755,47895
4756,276
4757,9702
4769,160476
4775,37427
4780,78335
4786,72967
4791,21147
4792,43110
4807,31662
4809,32465
4810,10598
4813,44854
4814,77791
4816,2072
4817,20719
4820,17660
4824,18412
4831,160476
4838,156650
4843,4732
4845,14844
4848,16249
4852,104605
4853,36171
4857,18412
4861,4732
4862,21159
4868,57018
4869,44854
4875,160476
4886,51558
4891,5825
4892,132190
4902,63006
4907,37995
4909,127735
4910,54404
4913,36518
4921,32876
4922,47895
4926,2100
4927,12564
4928,57018
4929,48275
4930,5888
4932,5505
4936,12564
4937,136405
4943,149641
4945,73469
4949,81287
4951,54357
4963,101412
4965,9968
4972,91393
4973,65441
4974,86551
4976,163594
4983,22962
4985,54184
4986,9159
4990,9304
4991,32465
4992,14163
4994,27497
4997,21040
5009,42199
5018,120803
5023,69355
5024,40336
5026,167804
5028,53865
5037,16141
5039,5825
5041,72967
5042,37427
5043,53638
5047,3752
5048,28276
5049,23449
5050,6694
5051,54366
5053,44042
5056,51852
5066,39139
5067,18412
5068,72967
5070,146523
5072,86220
5082,17660
5083,147796
5085,36307
5088,31662
5094,45656
5096,15661
5098,84409
5103,135272
5109,85518
5110,18116
5113,20719
5128,103652
5143,135859
5144,21147
5145,115851
5150,2866
5156,20308
5158,30137
5168,18412
5169,62351
5177,9159
5181,152478
5183,38639
5186,123618
5187,5505
5189,86242
5190,5825
5195,79636
5196,63006
5201,49808
5205,7838
5206,32465
5207,47408
5208,9087
5211,6694
5212,12540
5215,21078
5218,52343
5224,5825
5226,12272
5231,44605
5234,384
5238,92909
5241,30137
5245,112141
5246,107012
5251,101181
5252,63006
5255,20719
5262,64974
5263,4723
5267,125756
5288,9702
5291,30195
5295,154636
5300,86246
5303,52343
5306,32465
5309,1628
5311,62863
5315,32465
5324,9523
5328,10187
5329,5825
5330,38639
5332,119697
5333,68767
5335,164258
5343,79636
5346,15258
5348,70153
5349,34406
5350,7498
5354,90902
5355,2340
5356,114202
5366,46423
5373,147796
5378,21147
5382,5825
5385,72967
5386,112735
5389,45656
5390,24648
5392,63006
5395,21147
5396,3776
5399,128747
5404,5007
5406,31662
5413,18412
5414,117882
5415,24048
5420,44854
5426,67241
5429,146523
5440,52343
5447,128988
5451,47408
5454,70873
5460,103652
5462,24679
5466,128988
5467,28276
5486,149641
5492,128462
5493,165190
5497,140917
5499,5825
5500,42721
5502,48694
5503,276
5507,14163
5508,41084
5510,276
5513,14163
5514,276
5521,276
5525,12564
5527,12564
5528,142140
5529,154636
5534,47213
5541,29411
5543,34314
5544,135272
5545,33286
5547,65520
5552,5825
5553,166707
5557,29411
5560,15921
5570,131300
5573,13933
5575,115495
5577,45656
5585,113185
5588,42199
5595,15259
5597,12564
5599,86220
5603,68615
5606,124765
5612,52343
5617,84389
5619,103652
5620,46265
5621,52343
5624,29411
5626,69858
5627,12564
5629,146523
5630,38639
5631,14163
5638,132782
5644,22962
5648,5825
5655,28443
5658,6533
5660,21457
5664,6229
5666,51558
5668,40336
5670,104748
5674,142477
5676,15258
5677,34330
5678,123016
5679,12564
5682,36371
5684,499
5685,77589
5691,10677
5692,83325
5695,24683
5698,88764
5701,37057
5705,73398
5708,5825
5712,122179
5717,28276
5719,145946
5723,83048
5727,4732
5728,63006
5731,155389
5739,35464
5742,3752
5744,166707
5747,145946
5752,135272
5756,20570
5768,79636
5776,80030
5777,12564
5779,8585
5782,22962
5786,84389
5787,117882
5788,68654
5789,30479
5792,54357
5795,66453
5796,48895
5799,30195
5804,22886
5806,154636
5807,20719
5808,9069
5812,15987
5813,107178
5814,7449
5820,77571
5822,15598
5825,154636
5829,21106
5835,126146
5850,57161
5851,24703
5854,20719
5856,57161
5859,152478
5863,48895
5864,164211
5865,35326
5869,47693
5870,57018
5871,141243
5872,37009
5873,13785
5876,32876
5885,9159
5886,23696
5889,28276
5892,6533
5893,157857
5894,12564
5899,72001
5904,24810
5916,73398
5917,9523
5919,145303
5923,25003
5926,146704
5928,29411
5930,21078
5932,81708
5935,79520
5936,24979
5938,28276
5943,91182
5944,38639
5947,65520
5951,33942
5954,55456
5958,20719
5959,37427
5961,20719
5970,6533
5973,140203
5975,13334
5977,46482
5978,15168
5980,30183
5986,72771
5988,53638
5990,60861
5992,31662
5993,7199
5994,128567
5995,26303
5996,10677
6000,17242
6004,138374
6011,54287
6013,12564
6015,24371
6019,5505
6026,24774
6027,38459
6039,148421
6042,57018
6044,22705
6047,63006
6048,65520
6051,131300
6052,31662
6054,91126
6055,52343
6057,81163
6058,30479
6059,5505
6067,21147
6068,6694
6071,31662
6073,108824
6079,38805
6083,28413
6088,14433
6094,72126
6099,37957
6102,47408
6106,117640
6112,105971
6116,69209
6117,5325
6120,41101
6122,135272
6123,22238
6126,88764
6127,125188
6129,6694
6130,122341
6131,103652
6138,160476
6139,7746
6142,109728
6145,60861
6146,151484
6147,45678
6149,15259
6152,59259
6153,70352
6155,60861
6158,6533
6161,37957
6163,149841
6165,16579
6171,54357
6172,37995
6176,38639
6177,171088
6178,63006
6179,5106
6183,5239
6187,93180
6193,21078
6195,63006
6197,5505
6199,5505
6202,116489
6204,27844
6206,62351
6207,65520
6209,156471
6210,72967
6212,75588
6216,66789
6223,83384
6230,166707
6232,9087
6234,8990
6236,6533
6240,103114
6244,125756
6254,101181
6259,125756
6263,163550
6265,51093
6270,6533
6272,70839
6284,63006
6287,2100
6288,35464
6292,68654
6293,164211
6294,24371
6295,38639
6298,25362
6300,84544
6305,18412
6307,75824
6308,13339
6310,2100
6316,24979
6319,62351
6320,6533
6321,35560
6322,25227
6323,99425
6326,132782
6331,90402
6333,7196
6334,44705
6336,32465
6337,22140
6339,41958
6342,47408
6345,14577
6352,31662
6353,5888
6358,32465
6363,22140
6368,32465
6369,32465
6370,32465
6371,37957
6373,32465
6374,28276
6376,37427
6379,9702
6382,6533
6384,36573
6385,1480
6389,51969
6395,34851
6396,56171
6403,73781
6410,156210
6413,47408
6414,50290
6415,52343
6423,166354
6427,91393
6437,73712
6438,37057
6439,14433
6445,29411
6450,33726
6452,18412
6459,9576
6460,151743
6463,12564
6465,1628
6468,145641
6469,15259
6470,44605
6472,24774
6474,154636
6476,11090
6480,35464
6481,56792
6486,20719
6488,13785
6489,113148
6493,79454
6495,136734
6498,27844
6504,64197
6509,14433
6510,43960
6512,15168
6515,5825
6517,129598
6520,134001
6522,11990
6526,2100
6527,22469
6539,64506
6547,276
6551,20308
6553,62872
6556,136019
6559,156471
6562,84409
6563,93163
6566,8344
6569,3776
6570,12564
6571,62863
6572,64230
6573,12564
6574,38639
6576,52343
6577,163495
6582,52343
6587,97025
6589,6533
6591,78869
6592,57018
6593,123773
6594,162573
6595,124500
6597,2100
6598,84639
6599,37254
6604,21147
6610,154636
6611,68767
6613,65914
6614,138778
6621,5769
6622,93490
6623,49714
6627,32876
6628,6533
6632,11640
6637,8585
6638,56190
6643,131300
6645,76637
6646,93518
6649,73469
6650,5825
6654,20719
6657,6533
6659,63006
6660,126144
6662,81462
6664,20808
6671,15259
6672,16579
6684,83048
6685,32465
6688,21147
6692,154636
6702,5825
6704,76996
6705,39695
6706,116489
6707,52343
6709,18341
6710,52343
6711,149641
6713,10321
6714,21147
6715,43062
6716,5825
6722,10677
6723,18412
6724,26757
6728,12564
6729,18103
6731,22030
6733,15134
6737,8753
6738,61226
6741,20719
6742,12564
6745,34724
6746,132865
6747,154636
6748,111021
6750,9112
6751,92712
6754,72967
6758,44854
6759,24048
6760,32465
6764,24048
6765,32876
6770,1628
6772,47028
6773,41101
6776,57018
6785,80462
6786,1101
6788,36307
6789,24371
6793,28276
6798,63006
6799,63006
6800,116489
6804,36307
6805,37254
6807,28276
6809,12974
6810,14163
6812,36371
6816,20719
6818,29411
6819,87598
6820,31493
6821,24371
6825,77571
6826,9702
6829,5505
6831,32465
6832,43062
6838,8218
6841,20308
6843,31662
6847,115851
6848,42988
6850,67241
6851,144549
6852,15661
6853,44042
6855,75877
6857,75018
6859,15134
6863,45980
6870,5769
6871,146523
6872,7746
6875,42440
6877,21147
6878,76502
6880,101181
6881,57018
6886,6533
6892,7196
6893,57161
6894,61531
6895,147796
6897,1394
6898,14163
6900,5825
6902,44854
6906,18341
6907,14283
6910,140807
6912,57018
6914,6533
6915,70839
6916,40336
6918,5505
6921,114202
6922,12564
6925,22962
6926,5888
6928,75588
6931,111999
6933,85780
6935,74517
6941,6716
6942,40336
6943,16839
6944,6868
6946,126146
6950,168185
6951,142829
6953,59409
6955,32465
6959,7975
6974,21147
6979,12994
6981,73469
6982,24371
6983,13110
6985,5825
6987,25227
6988,21078
6989,63846
6990,90646
6999,12974
7006,64974
7012,70491
7013,85780
7014,30137
7023,20248
7027,10677
7029,54357
7034,31662
7036,44854
7038,12564
7039,135272
7040,11766
7041,7047
7046,11379
7047,147796
7048,24369
7049,90456
7052,89802
7056,62351
7060,9968
7061,57018
7065,61394
7066,5825
7067,56550
7070,143139
7071,113963
7073,1303
7075,95850
7076,36307
7084,5825
7085,75877
7089,75836
7090,107012
7099,20308
7100,13931
7103,108305
7104,5825
7108,37957
7113,70839
7116,142140
7119,42076
7120,25003
7121,125756
7122,42199
7123,7196
7125,22962
7126,154636
7127,75877
7129,88414
7130,32260
7132,2020
7135,63006
7138,159674
7139,15259
7142,42988
7147,15781
7149,88295
7151,79616
7152,56550
7153,5825
7156,18103
7157,162658
7165,5499
7166,117996
7167,20719
7170,121950
7183,14181
7185,5825
7186,123016
7189,20719
7190,170215
7193,12564
7195,4732
7197,35085
7203,31662
7208,80462
7209,31662
7212,81662
7216,128670
7219,72967
7223,48895
7226,47057
7227,24900
7228,21457
7230,5117
7234,10628
7240,28276
7246,97007
7247,125446
7253,129673
7254,132782
7262,169819
7265,59175
7268,150041
7269,25227
7277,154636
7279,14433
7282,126791
7285,128567
7298,7434
7299,40336
7301,22469
7305,5505
7306,5505
7307,2677
7311,139087
7316,22962
7317,128567
7318,2072
7320,170400
7322,38639
7323,37589
7325,20440
7336,72967
7337,62863
7338,12564
7344,14433
7346,6868
7354,72348
7355,134084
7362,57018
7364,5825
7367,37057
7368,86242
7372,6533
7374,5916
7378,25987
7380,135272
7381,12272
7385,1101
7389,124997
7400,52343
7401,55356
7404,146593
7412,37957
7413,145990
7419,30183
7420,52343
7421,5825
7424,62872
7433,149641
7438,22140
7439,933
7447,142140
7449,46835
7458,17032
7459,50688
7462,75845
7465,15259
7468,4732
7469,167087
7474,54366
7477,103278
7479,20308
7482,2072
7491,2538
7500,19253
7506,75877
7507,9439
7508,28276
7509,22469
7515,32465
7520,24048
7525,46059
7526,7196
7528,11036
7532,67241
7533,115851
7544,109728
7548,164211
7549,28276
7553,138778
7557,63006
7558,37957
7578,57038
7582,150041
7586,28276
7587,43405
7589,133865
7592,13334
7597,18356
7598,39425
7600,5825
7601,128567
7603,64433
7607,5825
7614,56055
7615,8710
7621,63006
7623,65823
7626,65914
7627,72967
7630,166640
7632,18412
7633,115634
7634,5825
7636,69355
7639,7498
7640,124997
7645,45980
7650,646
7651,28276
7652,28276
7655,70411
7658,25775
7661,5825
7663,37441
7667,34517
7669,4732
7670,36692
7672,12564
7673,28276
7679,62863
7685,119979
7688,59580
7692,38469
7694,125188
7696,15073
7697,114568
7701,165190
7706,91237
7713,111778
7715,168651
7717,41009
7719,18412
7720,28276
7723,161265
7733,45656
7736,166876
7740,20869
7741,135272
7745,39425
7746,38639
7752,20719
7757,135272
7761,25227
7762,33051
7775,113675
7779,77221
7784,11036
7785,47895
7787,40336
7788,28276
7790,36748
7793,20719
7796,57161
7800,71110
7802,154636
7804,156696
7805,21040
7806,16569
7811,41958
7813,1051
7819,85172
7820,2378
7821,103652
7835,112373
7838,5977
7840,135435
7841,47693
7848,84409
7854,24771
7855,38459
7856,81131
7858,148885
7860,57018
7862,129598
7863,19123
7864,124536
7870,37957
7875,20719
7877,49758
7883,22030
7884,66434
7885,127735
7886,36692
7887,25003
7889,169819
7891,154636
7892,37546
7893,70873
7895,112068
7898,62655
7903,79514
7904,160600
7908,16579
7910,42988
7911,15259
7913,33051
7916,14481
7919,81462
7921,61796
7925,67706
7928,61592
7931,11990
7935,99425
7936,2148
7940,15117
7941,70839
7946,153551
7947,135272
7952,90365
7953,140921
7954,60861
7955,11257
7961,19950
7965,37427
7967,136510
7974,21147
7977,72967
7978,14433
7979,65441
7984,39139
7985,47895
7987,6530
7989,28276
7990,28276
7991,18412
7999,17660
8001,63844
8012,7295
8013,147796
8015,9069
8016,30897
8024,46906
8030,9439
8031,12564
8032,18254
8034,122497
8037,47408
8043,147796
8046,33955
8053,63792
8054,21147
8059,113494
8060,43029
8065,21147
8069,24703
8071,13933
8072,2222
8074,157120
8075,117452
8076,149641
8080,20308
8085,63006
8086,21078
8087,2072
8088,6156
8089,36748
8090,17290
8092,9069
8094,23890
8097,21147
8109,114409
8111,107442
8113,57018
8116,108410
8120,12564
8121,29411
8122,75527
8123,160476
8126,28276
8127,135272
8128,20719
8132,77109
8133,16864
8135,5825
8137,47408
8138,44705
8142,41009
8150,153551
8151,61592
8152,72967
8155,12564
8160,22469
8163,47193
8164,132417
8165,22962
8169,6533
8174,36504
8176,2378
8184,64974
8186,7746
8191,72348
8194,94380
8198,20308
8199,128988
8201,1020
8207,3067
8210,25227
8216,285
8220,12564
8221,139648
8222,28276
8224,93994
8227,45656
8242,25987
8246,47107
8247,20719
8248,53785
8250,161870
8252,45656
8254,15010
8255,3138
8256,32465
8258,52343
8260,149854
8261,85917
8264,63006
8265,32465
8266,5825
8268,31001
8272,33726
8276,149641
8279,40336
8287,33258
8297,5888
8299,118630
8300,66968
8304,66434
8305,740
8306,20719
8308,10325
8310,123718
8313,164506
8316,130563
8322,12564
8328,51307
8329,2101
8331,119918
8337,62863
8338,12564
8344,57018
8347,81865
8349,45656
8350,19253
8352,169445
8354,11876
8355,126641
8365,20719
8370,27844
8372,11036
8374,5825
8376,5825
8378,15258
8379,20719
8380,7418
8381,101001
8389,35085
8390,20719
8392,12564
8396,57018
8399,105971
8403,105352
8405,93994
8406,117882
8414,1628
8429,124997
8434,118415
8436,9702
8443,75398
8447,25987
8453,6774
8454,5888
8457,42182
8461,98008
8464,121496
8472,160752
8476,113675
8478,6754
8479,42721
8484,20719
8487,28276
8490,133766
8494,154636
8499,81163
8503,23696
8511,8753
8512,9968
